Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Office Supplies,6/22/2015,Consumer,1,214
Office Supplies,6/22/2015,Consumer,1,604
Office Supplies,6/23/2015,Consumer,1,17
Office Supplies,6/24/2015,Consumer,1,19
Office Supplies,6/25/2015,Consumer,1,40
Office Supplies,6/25/2015,Consumer,1,390
Office Supplies,6/26/2015,Consumer,1,97
Office Supplies,6/26/2015,Consumer,1,171
Office Supplies,6/27/2015,Consumer,1,36
Office Supplies,6/27/2015,Consumer,1,405
Office Supplies,7/1/2015,Consumer,1,49
Office Supplies,7/3/2015,Consumer,1,74
Office Supplies,7/4/2015,Consumer,1,586
Office Supplies,7/4/2015,Consumer,1,1893
Office Supplies,7/8/2015,Consumer,1,2306
Office Supplies,7/9/2015,Consumer,1,719
Office Supplies,7/10/2015,Consumer,1,1605
Office Supplies,7/11/2015,Consumer,1,2
Office Supplies,7/13/2015,Consumer,1,179
Office Supplies,7/15/2015,Consumer,1,27
Office Supplies,7/15/2015,Consumer,1,44
Office Supplies,7/16/2015,Consumer,1,48
Office Supplies,7/18/2015,Consumer,1,4
Office Supplies,7/23/2015,Consumer,1,172
Office Supplies,7/23/2015,Consumer,1,552
Office Supplies,7/24/2015,Consumer,1,1610
Office Supplies,7/26/2015,Consumer,1,775
Office Supplies,7/27/2015,Consumer,1,5555
Office Supplies,7/29/2015,Consumer,1,78
Office Supplies,7/30/2015,Consumer,1,8
Office Supplies,7/30/2015,Consumer,1,9
Office Supplies,8/3/2015,Consumer,1,22
Office Supplies,8/3/2015,Consumer,1,256
Office Supplies,8/6/2015,Consumer,1,20
Office Supplies,8/6/2015,Consumer,1,711
Office Supplies,8/8/2015,Consumer,1,165
Office Supplies,8/11/2015,Consumer,1,3
Office Supplies,8/11/2015,Consumer,1,41
Office Supplies,8/11/2015,Consumer,1,279
Office Supplies,8/13/2015,Consumer,1,21
Office Supplies,8/15/2015,Consumer,1,35
Office Supplies,8/16/2015,Consumer,1,213
Office Supplies,8/17/2015,Consumer,1,152
Office Supplies,8/18/2015,Consumer,1,279
Office Supplies,8/19/2015,Consumer,1,31
Office Supplies,8/19/2015,Consumer,1,86
Office Supplies,8/22/2015,Consumer,1,97
Office Supplies,8/23/2015,Consumer,1,213
Office Supplies,8/24/2015,Consumer,1,385
Office Supplies,8/25/2015,Consumer,1,578
Office Supplies,8/26/2015,Consumer,1,4
Office Supplies,8/26/2015,Consumer,1,25
Office Supplies,8/26/2015,Consumer,1,1017
Office Supplies,8/28/2015,Consumer,1,42
Office Supplies,8/29/2015,Consumer,1,135
Office Supplies,8/30/2015,Consumer,1,736
Office Supplies,8/31/2015,Consumer,1,612
Office Supplies,9/2/2015,Consumer,1,82
Office Supplies,9/3/2015,Consumer,1,660
Office Supplies,9/3/2015,Consumer,1,1287
Office Supplies,9/4/2015,Consumer,1,21
Office Supplies,9/6/2015,Consumer,1,41
Office Supplies,9/10/2015,Consumer,1,48
Office Supplies,9/11/2015,Consumer,1,773
Office Supplies,9/12/2015,Consumer,1,1573
Office Supplies,9/14/2015,Consumer,1,4
Office Supplies,9/15/2015,Consumer,1,233
Office Supplies,9/16/2015,Consumer,1,42
Office Supplies,9/19/2015,Consumer,1,223
Office Supplies,9/20/2015,Consumer,1,21
Office Supplies,9/20/2015,Consumer,1,125
Office Supplies,9/20/2015,Consumer,1,224
Office Supplies,9/20/2015,Consumer,1,247
Office Supplies,9/20/2015,Consumer,1,789
Office Supplies,9/23/2015,Consumer,1,114
Office Supplies,9/23/2015,Consumer,1,233
Office Supplies,9/28/2015,Consumer,1,59
Office Supplies,9/29/2015,Consumer,1,86
Office Supplies,9/29/2015,Consumer,1,158
Office Supplies,9/29/2015,Consumer,1,2172
Office Supplies,9/30/2015,Consumer,1,20
Office Supplies,9/30/2015,Consumer,1,290
Office Supplies,10/3/2015,Consumer,1,255
Office Supplies,10/4/2015,Consumer,1,18
Office Supplies,10/4/2015,Consumer,1,18
Office Supplies,10/6/2015,Consumer,1,74
Office Supplies,10/8/2015,Consumer,1,706
Office Supplies,10/9/2015,Consumer,1,83
Office Supplies,10/10/2015,Consumer,1,29
Office Supplies,10/10/2015,Consumer,1,356
Office Supplies,10/10/2015,Consumer,1,1592
Office Supplies,10/12/2015,Consumer,1,104
Office Supplies,10/14/2015,Consumer,1,104
Office Supplies,10/16/2015,Consumer,1,187
Office Supplies,10/18/2015,Consumer,1,47
Office Supplies,10/19/2015,Consumer,1,38
Office Supplies,10/25/2015,Consumer,1,129
Office Supplies,10/30/2015,Consumer,1,652
Office Supplies,10/30/2015,Consumer,1,793
Office Supplies,10/31/2015,Consumer,1,37
Office Supplies,11/1/2015,Consumer,1,38
Office Supplies,11/1/2015,Consumer,1,737
Office Supplies,11/4/2015,Consumer,1,20
Office Supplies,11/6/2015,Consumer,1,14
Office Supplies,11/6/2015,Consumer,1,34
Office Supplies,11/6/2015,Consumer,1,782
Office Supplies,11/8/2015,Consumer,1,127
Office Supplies,11/8/2015,Consumer,1,715
Office Supplies,11/9/2015,Consumer,1,77
Office Supplies,11/13/2015,Consumer,1,3
Office Supplies,11/16/2015,Consumer,1,1625
Office Supplies,11/17/2015,Consumer,1,5
Office Supplies,11/17/2015,Consumer,1,41
Office Supplies,11/19/2015,Consumer,1,147
Office Supplies,11/20/2015,Consumer,1,680
Office Supplies,11/22/2015,Consumer,1,35
Office Supplies,11/22/2015,Consumer,1,55
Office Supplies,11/23/2015,Consumer,1,79
Office Supplies,11/24/2015,Consumer,1,194
Office Supplies,11/30/2015,Consumer,1,278
Office Supplies,12/1/2015,Consumer,1,5
Office Supplies,12/6/2015,Consumer,1,8
Office Supplies,12/10/2015,Consumer,1,24
Office Supplies,12/10/2015,Consumer,1,365
Office Supplies,12/11/2015,Consumer,1,64
Office Supplies,12/11/2015,Consumer,1,81
Office Supplies,12/13/2015,Consumer,1,39
Office Supplies,12/13/2015,Consumer,1,81
Office Supplies,12/15/2015,Consumer,1,59
Office Supplies,12/18/2015,Consumer,1,40
Office Supplies,12/19/2015,Consumer,1,2259
Office Supplies,12/25/2015,Consumer,1,225
Office Supplies,12/27/2015,Consumer,1,798
Office Supplies,12/28/2015,Consumer,1,30
Office Supplies,1/2/2016,Consumer,1,139
Office Supplies,1/2/2016,Consumer,1,157
Office Supplies,1/4/2016,Consumer,1,3
Office Supplies,1/6/2016,Consumer,1,321
Office Supplies,1/7/2016,Consumer,1,8
Office Supplies,1/9/2016,Consumer,1,87
Office Supplies,1/10/2016,Consumer,1,28
Office Supplies,1/11/2016,Consumer,1,179
Office Supplies,1/13/2016,Consumer,1,57
Office Supplies,1/14/2016,Consumer,1,2221
Office Supplies,1/16/2016,Consumer,1,40
Office Supplies,1/23/2016,Consumer,1,4
Office Supplies,1/24/2016,Consumer,1,67
Office Supplies,1/29/2016,Consumer,1,162
Office Supplies,1/29/2016,Consumer,1,249
Office Supplies,2/2/2016,Consumer,1,15
Office Supplies,2/3/2016,Consumer,1,14
Office Supplies,2/3/2016,Consumer,1,75
Office Supplies,2/3/2016,Consumer,1,535
Office Supplies,2/7/2016,Consumer,1,192
Office Supplies,2/8/2016,Consumer,1,1488
Office Supplies,2/10/2016,Consumer,1,239
Office Supplies,2/13/2016,Consumer,1,61
Office Supplies,2/16/2016,Consumer,1,11
Office Supplies,2/17/2016,Consumer,1,1328
Office Supplies,2/19/2016,Consumer,1,193
Office Supplies,2/27/2016,Consumer,1,58
Office Supplies,2/27/2016,Consumer,1,1247
Office Supplies,3/6/2016,Consumer,1,32
Office Supplies,3/7/2016,Consumer,1,131
Office Supplies,3/8/2016,Consumer,1,19
Office Supplies,3/10/2016,Consumer,1,10
Office Supplies,3/11/2016,Consumer,1,104
Office Supplies,3/12/2016,Consumer,1,156
Office Supplies,3/15/2016,Consumer,1,230
Office Supplies,3/15/2016,Consumer,1,1038
Office Supplies,3/16/2016,Consumer,1,137
Office Supplies,3/16/2016,Consumer,1,2342
Office Supplies,3/17/2016,Consumer,1,56
Office Supplies,3/19/2016,Consumer,1,23
Office Supplies,3/19/2016,Consumer,1,483
Office Supplies,3/19/2016,Consumer,1,580
Office Supplies,3/25/2016,Consumer,1,21
Office Supplies,3/28/2016,Consumer,1,999
Office Supplies,3/30/2016,Consumer,1,67
Office Supplies,3/30/2016,Consumer,1,115
Office Supplies,4/1/2016,Consumer,1,45
Office Supplies,4/6/2016,Consumer,1,1596
Office Supplies,4/8/2016,Consumer,1,331
Office Supplies,4/8/2016,Consumer,1,706
Office Supplies,4/9/2016,Consumer,1,258
Office Supplies,4/9/2016,Consumer,1,506
Office Supplies,4/10/2016,Consumer,1,122
Office Supplies,4/10/2016,Consumer,1,183
Office Supplies,4/12/2016,Consumer,1,6
Office Supplies,4/13/2016,Consumer,1,5
Office Supplies,4/15/2016,Consumer,1,100
Office Supplies,4/17/2016,Consumer,1,55
Office Supplies,4/17/2016,Consumer,1,80
Office Supplies,4/19/2016,Consumer,1,94
Office Supplies,4/25/2016,Consumer,1,34
Office Supplies,4/27/2016,Consumer,1,16
Office Supplies,4/28/2016,Consumer,1,85
Office Supplies,4/28/2016,Consumer,1,146
Office Supplies,4/29/2016,Consumer,1,569
Office Supplies,4/30/2016,Consumer,1,41
Office Supplies,5/8/2016,Consumer,1,396
Office Supplies,5/11/2016,Consumer,1,106
Office Supplies,5/16/2016,Consumer,1,30
Office Supplies,5/16/2016,Consumer,1,339
Office Supplies,5/16/2016,Consumer,1,1067
Office Supplies,5/18/2016,Consumer,1,53
Office Supplies,5/19/2016,Consumer,1,49
Office Supplies,5/19/2016,Consumer,1,291
Office Supplies,5/21/2016,Consumer,1,14
Office Supplies,5/22/2016,Consumer,1,47
Office Supplies,5/22/2016,Consumer,1,74
Office Supplies,5/23/2016,Consumer,1,121
Office Supplies,5/24/2016,Consumer,1,1209
Office Supplies,5/31/2016,Consumer,1,71
Office Supplies,5/31/2016,Consumer,1,272
Office Supplies,6/1/2016,Consumer,1,97
Office Supplies,6/3/2016,Consumer,1,57
Office Supplies,6/6/2016,Consumer,1,19
Office Supplies,6/6/2016,Consumer,1,90
Office Supplies,6/6/2016,Consumer,1,336
Office Supplies,6/6/2016,Consumer,1,700
Office Supplies,6/6/2016,Consumer,1,1135
Office Supplies,6/7/2016,Consumer,1,496
Office Supplies,6/11/2016,Consumer,1,321
Office Supplies,6/14/2016,Consumer,1,271
Office Supplies,6/15/2016,Consumer,1,171
Office Supplies,6/16/2016,Consumer,1,1629
Office Supplies,6/17/2016,Consumer,1,618
Office Supplies,6/18/2016,Consumer,1,5
Office Supplies,6/19/2016,Consumer,1,175
Office Supplies,6/23/2016,Consumer,1,200
Office Supplies,6/23/2016,Consumer,1,248
Office Supplies,6/23/2016,Consumer,1,467
Office Supplies,6/24/2016,Consumer,1,254
Office Supplies,6/25/2016,Consumer,1,859
Office Supplies,6/26/2016,Consumer,1,13
Office Supplies,6/28/2016,Consumer,1,57
Office Supplies,6/28/2016,Consumer,1,306
Office Supplies,6/30/2016,Consumer,1,114
Office Supplies,7/1/2016,Consumer,1,61
Office Supplies,7/2/2016,Consumer,1,563
Office Supplies,7/8/2016,Consumer,1,232
Office Supplies,7/11/2016,Consumer,1,13
Office Supplies,7/11/2016,Consumer,1,271
Office Supplies,7/16/2016,Consumer,1,185
Office Supplies,7/18/2016,Consumer,1,41
Office Supplies,7/18/2016,Consumer,1,334
Office Supplies,7/25/2016,Consumer,1,648
Office Supplies,7/26/2016,Consumer,1,118
Office Supplies,7/27/2016,Consumer,1,196
Office Supplies,7/28/2016,Consumer,1,1507
Office Supplies,7/29/2016,Consumer,1,158
Office Supplies,7/30/2016,Consumer,1,1037
Office Supplies,8/1/2016,Consumer,1,14
Office Supplies,8/2/2016,Consumer,1,15
Office Supplies,8/3/2016,Consumer,1,310
Office Supplies,8/7/2016,Consumer,1,73
Office Supplies,8/9/2016,Consumer,1,427
Office Supplies,8/10/2016,Consumer,1,114
Office Supplies,8/12/2016,Consumer,1,409
Office Supplies,8/15/2016,Consumer,1,839
Office Supplies,8/19/2016,Consumer,1,126
Office Supplies,8/19/2016,Consumer,1,182
Office Supplies,8/20/2016,Consumer,1,178
Office Supplies,8/22/2016,Consumer,1,72
Office Supplies,8/25/2016,Consumer,1,22
Office Supplies,8/26/2016,Consumer,1,19
Office Supplies,8/26/2016,Consumer,1,632
Office Supplies,8/29/2016,Consumer,1,10783
Office Supplies,8/31/2016,Consumer,1,143
Office Supplies,9/1/2016,Consumer,1,3
Office Supplies,9/1/2016,Consumer,1,15
Office Supplies,9/1/2016,Consumer,1,194
Office Supplies,9/2/2016,Consumer,1,15
Office Supplies,9/3/2016,Consumer,1,17
Office Supplies,9/4/2016,Consumer,1,259
Office Supplies,9/4/2016,Consumer,1,418
Office Supplies,9/7/2016,Consumer,1,58
Office Supplies,9/9/2016,Consumer,1,182
Office Supplies,9/12/2016,Consumer,1,139
Office Supplies,9/13/2016,Consumer,1,20
Office Supplies,9/14/2016,Consumer,1,95
Office Supplies,9/16/2016,Consumer,1,1023
Office Supplies,9/20/2016,Consumer,1,1485
Office Supplies,9/21/2016,Consumer,1,23
Office Supplies,9/22/2016,Consumer,1,176
Office Supplies,9/22/2016,Consumer,1,321
Office Supplies,9/22/2016,Consumer,1,345
Office Supplies,9/22/2016,Consumer,1,591
Office Supplies,9/24/2016,Consumer,1,89
Office Supplies,9/27/2016,Consumer,1,36
Office Supplies,9/28/2016,Consumer,1,60
Office Supplies,10/1/2016,Consumer,1,389
Office Supplies,10/2/2016,Consumer,1,169
Office Supplies,10/2/2016,Consumer,1,673
Office Supplies,10/3/2016,Consumer,1,1462
Office Supplies,10/8/2016,Consumer,1,664
Office Supplies,10/9/2016,Consumer,1,73
Office Supplies,10/11/2016,Consumer,1,39
Office Supplies,10/12/2016,Consumer,1,101
Office Supplies,10/12/2016,Consumer,1,332
Office Supplies,10/13/2016,Consumer,1,26
Office Supplies,10/13/2016,Consumer,1,144
Office Supplies,10/17/2016,Consumer,1,434
Office Supplies,10/17/2016,Consumer,1,1287
Office Supplies,10/18/2016,Consumer,1,42
Office Supplies,10/22/2016,Consumer,1,162
Office Supplies,10/22/2016,Consumer,1,300
Office Supplies,10/23/2016,Consumer,1,417
Office Supplies,10/24/2016,Consumer,1,2
Office Supplies,10/26/2016,Consumer,1,34
Office Supplies,10/26/2016,Consumer,1,359
Office Supplies,10/27/2016,Consumer,1,449
Office Supplies,10/30/2016,Consumer,1,8
Office Supplies,11/5/2016,Consumer,1,540
Office Supplies,11/5/2016,Consumer,1,585
Office Supplies,11/8/2016,Consumer,1,61
Office Supplies,11/8/2016,Consumer,1,339
Office Supplies,11/9/2016,Consumer,1,16
Office Supplies,11/12/2016,Consumer,1,597
Office Supplies,11/13/2016,Consumer,1,27
Office Supplies,11/15/2016,Consumer,1,113
Office Supplies,11/16/2016,Consumer,1,632
Office Supplies,11/16/2016,Consumer,1,1180
Office Supplies,11/18/2016,Consumer,1,634
Office Supplies,11/22/2016,Consumer,1,78
Office Supplies,11/23/2016,Consumer,1,81
Office Supplies,11/23/2016,Consumer,1,467
Office Supplies,11/25/2016,Consumer,1,21
Office Supplies,11/26/2016,Consumer,1,2209
Office Supplies,11/29/2016,Consumer,1,343
Office Supplies,11/30/2016,Consumer,1,1941
Office Supplies,12/1/2016,Consumer,1,137
Office Supplies,12/1/2016,Consumer,1,454
Office Supplies,12/3/2016,Consumer,1,304
Office Supplies,12/6/2016,Consumer,1,232
Office Supplies,12/8/2016,Consumer,1,71
Office Supplies,12/11/2016,Consumer,1,26
Office Supplies,12/11/2016,Consumer,1,922
Office Supplies,12/14/2016,Consumer,1,1216
Office Supplies,12/15/2016,Consumer,1,11
Office Supplies,12/15/2016,Consumer,1,48
Office Supplies,12/15/2016,Consumer,1,326
Office Supplies,12/16/2016,Consumer,1,53
Office Supplies,12/17/2016,Consumer,1,32
Office Supplies,12/19/2016,Consumer,1,689
Office Supplies,12/21/2016,Consumer,1,62
Office Supplies,12/21/2016,Consumer,1,130
Office Supplies,12/21/2016,Consumer,1,1283
Office Supplies,12/24/2016,Consumer,1,33
Office Supplies,12/24/2016,Consumer,1,5160
Office Supplies,12/27/2016,Consumer,1,366
Office Supplies,12/28/2016,Consumer,1,8
Office Supplies,12/28/2016,Consumer,1,203
Office Supplies,12/29/2016,Consumer,1,293
Office Supplies,12/31/2016,Consumer,1,22
Office Supplies,1/1/2017,Consumer,1,83
Office Supplies,1/6/2014,Corporate,1,53
Office Supplies,1/6/2014,Corporate,1,139
Office Supplies,1/7/2014,Corporate,1,89
Office Supplies,1/8/2014,Corporate,1,9
Office Supplies,1/22/2014,Corporate,1,217
Office Supplies,1/26/2014,Corporate,1,96
Office Supplies,1/26/2014,Corporate,1,610
Office Supplies,1/27/2014,Corporate,1,97
Office Supplies,1/30/2014,Corporate,1,24
Office Supplies,1/31/2014,Corporate,1,60
Office Supplies,2/1/2014,Corporate,1,138
Office Supplies,2/2/2014,Corporate,1,92
Office Supplies,2/4/2014,Corporate,1,298
Office Supplies,2/6/2014,Corporate,1,533
Office Supplies,2/8/2014,Corporate,1,183
Office Supplies,2/9/2014,Corporate,1,357
Office Supplies,2/11/2014,Corporate,1,148
Office Supplies,2/15/2014,Corporate,1,1060
Office Supplies,2/16/2014,Corporate,1,1260
Office Supplies,2/17/2014,Corporate,1,11
Office Supplies,2/18/2014,Corporate,1,17
Office Supplies,2/21/2014,Corporate,1,9
Office Supplies,2/22/2014,Corporate,1,386
Office Supplies,2/27/2014,Corporate,1,1020
Office Supplies,3/2/2014,Corporate,1,108
Office Supplies,3/4/2014,Corporate,1,30
Office Supplies,3/5/2014,Corporate,1,37
Office Supplies,3/5/2014,Corporate,1,104
Office Supplies,3/5/2014,Corporate,1,135
Office Supplies,3/8/2014,Corporate,1,159
Office Supplies,3/9/2014,Corporate,1,178
Office Supplies,3/11/2014,Corporate,1,85
Office Supplies,3/17/2014,Corporate,1,7
Office Supplies,3/20/2014,Corporate,1,152
Office Supplies,3/22/2014,Corporate,1,10
Office Supplies,3/24/2014,Corporate,1,379
Office Supplies,3/27/2014,Corporate,1,670
Office Supplies,3/28/2014,Corporate,1,102
Office Supplies,3/29/2014,Corporate,1,9
Office Supplies,3/29/2014,Corporate,1,32
Office Supplies,3/30/2014,Corporate,1,10
Office Supplies,3/30/2014,Corporate,1,815
Office Supplies,3/31/2014,Corporate,1,36
Office Supplies,4/1/2014,Corporate,1,69
Office Supplies,4/1/2014,Corporate,1,96
Office Supplies,4/3/2014,Corporate,1,9
Office Supplies,4/11/2014,Corporate,1,58
Office Supplies,4/16/2014,Corporate,1,56
Office Supplies,4/16/2014,Corporate,1,108
Office Supplies,4/19/2014,Corporate,1,795
Office Supplies,4/21/2014,Corporate,1,1641
Office Supplies,4/22/2014,Corporate,1,13
Office Supplies,4/22/2014,Corporate,1,51
Office Supplies,4/22/2014,Corporate,1,214
Office Supplies,4/22/2014,Corporate,1,442
Office Supplies,4/23/2014,Corporate,1,196
Office Supplies,4/25/2014,Corporate,1,380
Office Supplies,4/27/2014,Corporate,1,826
Office Supplies,4/29/2014,Corporate,1,301
Office Supplies,4/30/2014,Corporate,1,34
Office Supplies,5/1/2014,Corporate,1,936
Office Supplies,5/3/2014,Corporate,1,67
Office Supplies,5/3/2014,Corporate,1,92
Office Supplies,5/4/2014,Corporate,1,537
Office Supplies,5/6/2014,Corporate,1,1218
Office Supplies,5/11/2014,Corporate,1,453
Office Supplies,5/12/2014,Corporate,1,1087
Office Supplies,5/13/2014,Corporate,1,431
Office Supplies,5/16/2014,Corporate,1,189
Office Supplies,5/17/2014,Corporate,1,44
Office Supplies,5/17/2014,Corporate,1,340
Office Supplies,5/18/2014,Corporate,1,217
Office Supplies,5/19/2014,Corporate,1,4306
Office Supplies,5/20/2014,Corporate,1,98
Office Supplies,5/21/2014,Corporate,1,449
Office Supplies,5/23/2014,Corporate,1,38
Office Supplies,5/25/2014,Corporate,1,3
Office Supplies,5/27/2014,Corporate,1,349
Office Supplies,5/28/2014,Corporate,1,142
Office Supplies,5/28/2014,Corporate,1,260
Office Supplies,5/28/2014,Corporate,1,1225
Office Supplies,5/29/2014,Corporate,1,734
Office Supplies,5/31/2014,Corporate,1,96
Office Supplies,6/3/2014,Corporate,1,539
Office Supplies,6/4/2014,Corporate,1,22
Office Supplies,6/5/2014,Corporate,1,60
Office Supplies,6/5/2014,Corporate,1,94
Office Supplies,6/6/2014,Corporate,1,6
Office Supplies,6/7/2014,Corporate,1,186
Office Supplies,6/9/2014,Corporate,1,56
Office Supplies,6/11/2014,Corporate,1,48
Office Supplies,6/12/2014,Corporate,1,32
Office Supplies,6/12/2014,Corporate,1,305
Office Supplies,6/14/2014,Corporate,1,839
Office Supplies,6/16/2014,Corporate,1,14
Office Supplies,6/16/2014,Corporate,1,1226
Office Supplies,6/22/2014,Corporate,1,56
Office Supplies,6/23/2014,Corporate,1,74
Office Supplies,6/23/2014,Corporate,1,1663
Office Supplies,6/27/2014,Corporate,1,68
Office Supplies,6/29/2014,Corporate,1,48
Office Supplies,6/30/2014,Corporate,1,206
Office Supplies,7/4/2014,Corporate,1,250
Office Supplies,7/4/2014,Corporate,1,535
Office Supplies,7/4/2014,Corporate,1,1220
Office Supplies,7/9/2014,Corporate,1,51
Office Supplies,7/11/2014,Corporate,1,41
Office Supplies,7/11/2014,Corporate,1,63
Office Supplies,7/11/2014,Corporate,1,3922
Office Supplies,7/16/2014,Corporate,1,9
Office Supplies,7/17/2014,Corporate,1,9
Office Supplies,7/19/2014,Corporate,1,22
Office Supplies,7/22/2014,Corporate,1,92
Office Supplies,7/25/2014,Corporate,1,54
Office Supplies,7/27/2014,Corporate,1,996
Office Supplies,8/3/2014,Corporate,1,14
Office Supplies,8/5/2014,Corporate,1,164
Office Supplies,8/9/2014,Corporate,1,40
Office Supplies,8/10/2014,Corporate,1,700
Office Supplies,8/11/2014,Corporate,1,16
Office Supplies,8/11/2014,Corporate,1,2419
Office Supplies,8/22/2014,Corporate,1,16
Office Supplies,8/24/2014,Corporate,1,21
Office Supplies,8/28/2014,Corporate,1,359
Office Supplies,8/29/2014,Corporate,1,88
Office Supplies,8/29/2014,Corporate,1,295
Office Supplies,9/6/2014,Corporate,1,163
Office Supplies,9/7/2014,Corporate,1,924
Office Supplies,9/9/2014,Corporate,1,558
Office Supplies,9/10/2014,Corporate,1,27
Office Supplies,9/11/2014,Corporate,1,20
Office Supplies,9/16/2014,Corporate,1,9
Office Supplies,9/16/2014,Corporate,1,126
Office Supplies,9/18/2014,Corporate,1,1103
Office Supplies,9/19/2014,Corporate,1,14
Office Supplies,9/30/2014,Corporate,1,1381
Office Supplies,10/4/2014,Corporate,1,6
Office Supplies,10/5/2014,Corporate,1,9
Office Supplies,10/5/2014,Corporate,1,17
Office Supplies,10/6/2014,Corporate,1,101
Office Supplies,10/8/2014,Corporate,1,204
Office Supplies,10/9/2014,Corporate,1,2000
Office Supplies,10/13/2014,Corporate,1,14
Office Supplies,10/14/2014,Corporate,1,76
Office Supplies,10/14/2014,Corporate,1,2408
Office Supplies,10/16/2014,Corporate,1,53
Office Supplies,10/16/2014,Corporate,1,93
Office Supplies,10/17/2014,Corporate,1,110
Office Supplies,10/21/2014,Corporate,1,10
Office Supplies,10/22/2014,Corporate,1,927
Office Supplies,10/23/2014,Corporate,1,112
Office Supplies,10/26/2014,Corporate,1,116
Office Supplies,10/30/2014,Corporate,1,838
Office Supplies,11/1/2014,Corporate,1,86
Office Supplies,11/2/2014,Corporate,1,40
Office Supplies,11/4/2014,Corporate,1,18
Office Supplies,11/5/2014,Corporate,1,34
Office Supplies,11/6/2014,Corporate,1,118
Office Supplies,11/7/2014,Corporate,1,298
Office Supplies,11/9/2014,Corporate,1,226
Office Supplies,11/11/2014,Corporate,1,58
Office Supplies,11/11/2014,Corporate,1,484
Office Supplies,11/14/2014,Corporate,1,8
Office Supplies,11/15/2014,Corporate,1,66
Office Supplies,11/16/2014,Corporate,1,33
Office Supplies,11/23/2014,Corporate,1,722
Office Supplies,11/28/2014,Corporate,1,90
Office Supplies,11/30/2014,Corporate,1,688
Office Supplies,12/1/2014,Corporate,1,25
Office Supplies,12/1/2014,Corporate,1,1081
Office Supplies,12/2/2014,Corporate,1,9
Office Supplies,12/3/2014,Corporate,1,21
Office Supplies,12/3/2014,Corporate,1,39
Office Supplies,12/3/2014,Corporate,1,189
Office Supplies,12/3/2014,Corporate,1,1024
Office Supplies,12/7/2014,Corporate,1,1267
Office Supplies,12/10/2014,Corporate,1,9
Office Supplies,12/14/2014,Corporate,1,44
Office Supplies,12/14/2014,Corporate,1,1035
Office Supplies,12/16/2014,Corporate,1,30
Office Supplies,12/17/2014,Corporate,1,19
Office Supplies,12/19/2014,Corporate,1,38
Office Supplies,12/19/2014,Corporate,1,936
Office Supplies,12/20/2014,Corporate,1,32
Office Supplies,12/24/2014,Corporate,1,54
Office Supplies,12/27/2014,Corporate,1,1306
Office Supplies,12/28/2014,Corporate,1,123
Office Supplies,1/2/2015,Corporate,1,25
Office Supplies,1/4/2015,Corporate,1,709
Office Supplies,1/5/2015,Corporate,1,35
Office Supplies,1/7/2015,Corporate,1,62
Office Supplies,1/8/2015,Corporate,1,940
Office Supplies,1/10/2015,Corporate,1,8
Office Supplies,1/11/2015,Corporate,1,1
Office Supplies,1/12/2015,Corporate,1,1737
Office Supplies,1/13/2015,Corporate,1,17
Office Supplies,1/13/2015,Corporate,1,103
Office Supplies,1/14/2015,Corporate,1,175
Office Supplies,1/14/2015,Corporate,1,1351
Office Supplies,1/15/2015,Corporate,1,33
Office Supplies,1/17/2015,Corporate,1,53
Office Supplies,1/20/2015,Corporate,1,21
Office Supplies,1/21/2015,Corporate,1,295
Office Supplies,1/22/2015,Corporate,1,16
Office Supplies,1/22/2015,Corporate,1,150
Office Supplies,1/22/2015,Corporate,1,213
Office Supplies,1/24/2015,Corporate,1,15
Office Supplies,1/31/2015,Corporate,1,15
Office Supplies,1/31/2015,Corporate,1,131
Office Supplies,1/31/2015,Corporate,1,234
Office Supplies,2/6/2015,Corporate,1,130
Office Supplies,2/6/2015,Corporate,1,352
Office Supplies,2/8/2015,Corporate,1,139
Office Supplies,2/19/2015,Corporate,1,1709
Office Supplies,2/20/2015,Corporate,1,99
Office Supplies,2/24/2015,Corporate,1,203
Office Supplies,2/28/2015,Corporate,1,94
Office Supplies,2/28/2015,Corporate,1,233
Office Supplies,2/28/2015,Corporate,1,5614
Office Supplies,3/1/2015,Corporate,1,22
Office Supplies,3/3/2015,Corporate,1,19
Office Supplies,3/21/2015,Corporate,1,130
Office Supplies,3/24/2015,Corporate,1,44
Office Supplies,3/27/2015,Corporate,1,810
Office Supplies,3/31/2015,Corporate,1,446
Office Supplies,4/1/2015,Corporate,1,26
Office Supplies,4/5/2015,Corporate,1,72
Office Supplies,4/5/2015,Corporate,1,1020
Office Supplies,4/7/2015,Corporate,1,45
Office Supplies,4/7/2015,Corporate,1,206
Office Supplies,4/12/2015,Corporate,1,539
Office Supplies,4/13/2015,Corporate,1,956
Office Supplies,4/21/2015,Corporate,1,92
Office Supplies,4/24/2015,Corporate,1,7
Office Supplies,4/24/2015,Corporate,1,11
Office Supplies,4/28/2015,Corporate,1,30
Office Supplies,4/30/2015,Corporate,1,528
Office Supplies,5/2/2015,Corporate,1,308
Office Supplies,5/2/2015,Corporate,1,581
Office Supplies,5/3/2015,Corporate,1,493
Office Supplies,5/8/2015,Corporate,1,446
Office Supplies,5/9/2015,Corporate,1,130
Office Supplies,5/9/2015,Corporate,1,680
Office Supplies,5/11/2015,Corporate,1,347
Office Supplies,5/14/2015,Corporate,1,47
Office Supplies,5/17/2015,Corporate,1,22
Office Supplies,5/17/2015,Corporate,1,33
